season_label,season_key,season_type,as_of_date,team,team_icon,team_color,gp,w,l,t,pts,gf,ga,diff
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,6,4,2,0,8,20,14,6
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,6,2,4,0,4,15,16,-1
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,6,6,0,0,12,30,15,15
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,6,2,4,0,4,22,24,-2
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,6,1,4,1,3,19,28,-9
Playoffs 2025-2026,2025-2026,playoffs,2026-04-02,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,6,2,4,0,4,16,23,-7
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,7,4,3,0,8,24,23,1
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,7,3,3,1,7,24,27,-3
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,7,5,2,0,10,30,16,14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,7,3,4,0,6,21,19,2
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,7,7,0,0,14,34,17,17
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,7,2,5,0,4,25,30,-5
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,7,1,5,1,3,21,38,-17
Playoffs 2025-2026,2025-2026,playoffs,2026-04-06,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,7,2,5,0,4,18,27,-9
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,8,4,3,1,9,27,26,1
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,8,4,3,1,9,30,28,2
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,8,5,2,1,11,32,18,14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,8,3,5,0,6,22,25,-3
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,8,7,0,1,15,37,20,17
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,8,2,6,0,4,28,36,-8
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,8,2,5,1,5,27,41,-14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-09,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,8,2,5,1,5,20,29,-9
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,9,5,3,1,11,34,29,5
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,9,5,3,1,11,33,30,3
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,9,6,2,1,13,36,21,15
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,9,3,6,0,6,25,32,-7
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,9,7,1,1,15,39,23,16
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,9,2,7,0,4,31,40,-9
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,9,2,6,1,5,30,45,-15
Playoffs 2025-2026,2025-2026,playoffs,2026-04-13,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,9,3,5,1,7,24,32,-8
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,10,6,3,1,13,39,32,7
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,10,5,4,1,11,35,33,2
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,10,7,2,1,15,39,23,16
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,10,3,6,1,7,27,34,-7
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,10,7,2,1,15,40,26,14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,10,2,8,0,4,34,45,-11
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,10,3,6,1,7,33,46,-13
Playoffs 2025-2026,2025-2026,playoffs,2026-04-16,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,10,3,5,2,8,26,34,-8
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,11,7,3,1,15,44,34,10
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,11,5,5,1,11,37,38,-1
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,11,7,3,1,15,40,26,14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,11,3,7,1,7,29,39,-10
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,11,8,2,1,17,43,27,16
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,11,3,8,0,6,39,49,-10
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,11,3,7,1,7,37,51,-14
Playoffs 2025-2026,2025-2026,playoffs,2026-04-18,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,11,4,5,2,10,31,36,-5
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,1,0,1,0,0,2,4,-2
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,1,1,0,0,2,4,3,1
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,1,0,1,0,0,3,5,-2
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,1,1,0,0,2,4,1,3
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,1,0,1,0,0,3,4,-1
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,1,1,0,0,2,5,3,2
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,1,1,0,0,2,4,2,2
Regular Season 2025-2026,2025-2026,regular,2025-09-15,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,1,0,1,0,0,1,4,-3
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,2,1,1,0,2,9,8,1
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,2,2,0,0,4,12,7,5
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,2,0,2,0,0,5,10,-5
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,2,1,1,0,2,8,9,-1
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,2,1,1,0,2,8,6,2
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,2,1,1,0,2,8,9,-1
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,2,2,0,0,4,10,5,5
Regular Season 2025-2026,2025-2026,regular,2025-09-18,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,2,0,2,0,0,5,11,-6
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,3,1,2,0,2,9,14,-5
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,3,2,1,0,4,16,13,3
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,3,1,2,0,2,11,14,-3
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,3,2,1,0,4,14,9,5
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,3,1,2,0,2,9,8,1
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,3,2,1,0,4,14,11,3
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,3,3,0,0,6,12,6,6
Regular Season 2025-2026,2025-2026,regular,2025-09-22,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,3,0,3,0,0,7,17,-10
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,4,2,2,0,4,15,17,-2
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,4,2,2,0,4,19,19,0
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,4,1,3,0,2,14,18,-4
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,4,2,2,0,4,17,13,4
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,4,1,3,0,2,12,12,0
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,4,3,1,0,6,18,14,4
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,4,4,0,0,8,16,9,7
Regular Season 2025-2026,2025-2026,regular,2025-09-25,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,4,1,3,0,2,11,20,-9
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,5,2,3,0,4,17,21,-4
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,5,3,2,0,6,26,22,4
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,5,2,3,0,4,18,19,-1
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,5,3,2,0,6,20,13,7
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,5,1,4,0,2,12,15,-3
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,5,4,1,0,8,22,16,6
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,5,4,1,0,8,19,16,3
Regular Season 2025-2026,2025-2026,regular,2025-09-29,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,5,1,4,0,2,12,24,-12
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,6,3,3,0,6,23,24,-1
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,6,3,3,0,6,27,29,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,6,2,4,0,4,18,21,-3
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,6,4,2,0,8,22,13,9
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,6,1,5,0,2,15,21,-6
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,6,5,1,0,10,29,17,12
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,6,5,1,0,10,25,20,5
Regular Season 2025-2026,2025-2026,regular,2025-10-02,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,6,1,5,0,2,16,30,-14
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,7,4,3,0,8,29,27,2
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,7,4,3,0,8,32,31,1
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,7,2,5,0,4,21,27,-6
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,7,5,2,0,10,33,15,18
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,7,1,6,0,2,16,25,-9
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,7,6,1,0,12,33,18,15
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,7,5,2,0,10,27,31,-4
Regular Season 2025-2026,2025-2026,regular,2025-10-06,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,7,1,6,0,2,18,35,-17
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,8,4,4,0,8,33,33,0
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,8,4,4,0,8,36,38,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,8,2,6,0,4,22,31,-9
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,8,6,2,0,12,47,17,30
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,8,2,6,0,4,23,29,-6
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,8,7,1,0,14,37,19,18
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,8,6,2,0,12,33,35,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-09,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,8,1,7,0,2,20,49,-29
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,9,5,4,0,10,41,34,7
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,9,4,5,0,8,41,44,-3
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,9,2,7,0,4,22,32,-10
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,9,7,2,0,14,53,22,31
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,9,3,6,0,6,24,29,-5
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,9,8,1,0,16,40,21,19
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,9,6,3,0,12,35,38,-3
Regular Season 2025-2026,2025-2026,regular,2025-10-16,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,9,1,8,0,2,21,57,-36
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,10,5,5,0,10,42,37,5
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,10,5,5,0,10,48,50,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,10,2,8,0,4,28,39,-11
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,10,8,2,0,16,56,23,33
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,10,3,7,0,6,26,33,-7
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,10,9,1,0,18,46,23,23
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,10,7,3,0,14,39,40,-1
Regular Season 2025-2026,2025-2026,regular,2025-10-20,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,10,1,9,0,2,23,63,-40
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,11,6,5,0,12,49,41,8
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,11,5,6,0,10,52,57,-5
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,11,3,8,0,6,33,43,-10
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,11,8,3,0,16,58,26,32
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,11,3,8,0,6,28,37,-9
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,11,10,1,0,20,49,25,24
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,11,7,4,0,14,43,45,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-23,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,11,2,9,0,4,27,65,-38
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,12,6,6,0,12,50,44,6
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,12,5,6,1,11,57,62,-5
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,12,4,8,0,8,37,46,-9
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,12,9,3,0,18,63,30,33
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,12,3,9,0,6,32,42,-10
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Leafs,https://ormrhl.com/wp-content/uploads/2025/09/leafsfin-128x128.png,#1B4D8E,12,11,1,0,22,52,26,26
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,12,7,4,1,15,48,50,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-27,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,12,2,10,0,4,30,69,-39
Regular Season 2025-2026,2025-2026,regular,2025-10-30,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,13,6,7,0,12,50,47,3
Regular Season 2025-2026,2025-2026,regular,2025-10-30,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,13,6,6,1,13,62,64,-2
Regular Season 2025-2026,2025-2026,regular,2025-10-30,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,13,5,8,0,10,40,47,-7
Regular Season 2025-2026,2025-2026,regular,2025-10-30,Kings,https://ormrhl.com/wp-content/uploads/2025/09/kingsfin-128x128.png,#5B2A86,13,9,4,0,18,64,33,31
