event_id,season_label,game_date,team,team_icon,team_color,player_name,player_slug,position,goals,assists,points,minor_pen,major_pen,season_key,season_type
1124,Playoffs 2022,2022-03-24,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,Tyler Kozak,tyler-kozak,Defence,1,0,1,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Adrian Iudiciani,adrian-iudiciani,Forward,1,1,2,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Angelo Capone,angelo-capone,Forward,1,1,2,1,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Drew Grasse,drew-grasse,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,James Mitchell,james-mitchell,Forward,0,1,1,1,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,John Ventrella,john-ventrella,Forward,1,1,2,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Justin Pappianni,justin-papaianni,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Massimo Venditti,massimo-venditti,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Michael English,michael-english,Defence,0,2,2,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,PJ Harrison,pj-harrison,Goaltender,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Rob Iudiciani,rob-iudiciani,Defence,1,0,1,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Scott Johnson,scott-johnson,Forward,1,0,1,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Steve Souphanthong,steve-souphanthong,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,Tyler Doyle,tyler-doyle,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Brandon Wellsbury,brandon-wellsbury,Forward,2,0,2,1,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Dale Bishop,dale-bishop,Defence,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Daniel Bishev,daniel-bishev,Forward,0,2,2,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Jason Todd,jason-todd,Defence,0,0,0,1,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Jonathan West,jonathan-west,Forward,1,1,2,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Kari Paivio,kari-paivio,Forward,0,0,0,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Leo Napolitano,leo-napolitano,Defence,0,1,1,0,0,2021-2022,playoffs
1125,Playoffs 2022,2022-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,Marco Dileo,marco-dileo,Forward,0,0,0,0,0,2021-2022,playoffs
